Index,Height(Inches),,Weight(Pounds),,,,
20061,68.74982,174.6245428,137.4344,,,,
20062,63.46219,161.1939626,131.6278,,,,
20063,68.28298,173.4387692,121.9196,,,,
20064,69.08611,175.4787194,128.7246,,,,
20065,67.51138,171.4789052,126.3069,,,,
20066,67.91991,172.5165714,122.2827,,,,
20067,70.05535,177.940589,142.0311,,,,
20068,67.11741,170.4782214,111.0611,,,,
20069,68.90664,175.0228656,119.2548,,,,
20070,67.97481,172.6560174,124.2253,,,,
20071,69.82979,177.3676666,149.1322,,,,
20072,68.87782,174.9496628,132.1464,,,,
20073,68.62969,174.3194126,131.2994,,,,
20074,68.27637,173.4219798,148.0963,,,,
20075,67.85369,172.3483726,120.7737,,,,
20076,67.06235,170.338369,133.1606,,,,
20077,70.25943,178.4589522,134.5582,,,,
20078,69.18391,175.7271314,131.2755,,,,
20079,69.92206,177.6020324,129.2742,,,,
20080,70.78492,179.7936968,146.6769,,,,
20081,70.76045,179.731543,134.0286,,,,
20082,70.82053,179.8841462,141.0171,,,,
20083,67.72934,172.0325236,124.2418,,,,
20084,67.43639,171.2884306,129.3814,,,,
20085,64.30312,163.3299248,99.33579,,,,
20086,64.88648,164.8116592,113.0468,,,,
20087,63.01244,160.0515976,101.7311,,,,
20088,67.53395,171.536233,144.4339,,,,
20089,64.22026,163.1194604,127.7241,,,,
20090,68.28249,173.4375246,116.6627,,,,
20091,70.01457,177.8370078,121.0093,,,,
20092,65.91743,167.4302722,138.7636,,,,
20093,67.71394,171.9934076,125.1313,,,,
20094,66.88127,169.8784258,124.8587,,,,
20095,69.52967,176.6053618,131.1727,,,,
20096,67.75601,172.1002654,135.348,,,,
20097,69.49112,176.5074448,154.7671,,,,
20098,70.22138,178.3623052,141.0964,,,,
20099,67.96935,172.642149,127.4981,,,,
20100,68.11017,172.9998318,128.5156,,,,
20101,67.92721,172.5351134,127.1976,,,,
20102,66.16473,168.0584142,127.8607,,,,
20103,69.99519,177.7877826,143.375,,,,
20104,71.32358,181.1618932,121.5075,,,,
20105,66.49822,168.9054788,113.8888,,,,
20106,70.42992,178.8919968,146.1728,,,,
20107,68.25325,173.363255,136.8917,,,,
20108,69.59837,176.7798598,135.2368,,,,
20109,67.38237,171.1512198,106.1247,,,,
20110,69.63917,176.8834918,135.771,,,,
20111,67.21378,170.7230012,112.4521,,,,
20112,65.34452,165.9750808,111.6073,,,,
20113,68.45655,173.879637,148.5671,,,,
20114,68.20121,173.2310734,137.8471,,,,
20115,68.83192,174.8330768,132.2195,,,,
20116,67.9535,172.60189,149.5604,,,,
20117,67.56446,171.6137284,148.7404,,,,
20118,71.56432,181.7733728,139.6887,,,,
20119,68.20903,173.2509362,117.3667,,,,
20120,67.06256,170.3389024,135.0763,,,,
20121,68.82025,174.803435,126.8315,,,,
20122,71.58552,181.8272208,134.0719,,,,
20123,70.89583,180.0754082,103.5093,,,,
20124,69.64793,176.9057422,131.3787,,,,
20125,66.45609,168.7984686,123.3787,,,,
20126,69.56363,176.6916202,141.0351,,,,
20127,69.23708,175.8621832,133.7008,,,,
20128,65.9631,167.546274,121.1477,,,,
20129,68.3926,173.717204,118.928,,,,
20130,70.81159,179.8614386,143.5666,,,,
20131,70.25802,178.4553708,126.5308,,,,
20132,68.9312,175.085248,144.6893,,,,
20133,66.2989,168.399206,110.7134,,,,
20134,72.15283,183.2681882,146.939,,,,
20135,68.20211,173.2333594,109.0779,,,,
20136,69.1044,175.525176,140.5917,,,,
20137,67.85693,172.3566022,134.4135,,,,
20138,67.39485,171.182919,118.5645,,,,
20139,69.13842,175.6115868,118.8077,,,,
20140,66.3523,168.534842,150.3613,,,,
20141,71.42226,181.4125404,121.618,,,,
20142,72.04165,182.985791,150.4715,,,,
20143,71.05928,180.4905712,134.4648,,,,
20144,68.92866,175.0787964,140.0844,,,,
20145,66.87497,169.8624238,131.2338,,,,
20146,66.36569,168.5688526,112.5793,,,,
20147,68.14086,173.0777844,119.4189,,,,
20148,66.96983,170.1033682,123.9473,,,,
20149,67.54357,171.5606678,116.4046,,,,
20150,70.77658,179.7725132,136.8102,,,,
20151,68.23718,173.3224372,118.8886,,,,
20152,65.53862,166.4680948,113.2725,,,,
20153,70.74761,179.6989294,129.527,,,,
20154,67.55223,171.5826642,124.4289,,,,
20155,70.84812,179.9542248,150.4496,,,,
20156,64.4822,163.784788,134.1656,,,,
20157,67.42974,171.2715396,122.2538,,,,
20158,68.7509,174.627286,119.9506,,,,
20159,67.83374,172.2976996,134.5717,,,,
20160,63.90073,162.3078542,116.8635,,,,
20161,70.12934,178.1285236,134.9922,,,,
20162,66.37869,168.6018726,100.5167,,,,
20163,68.9421,175.112934,118.0776,,,,
20164,70.85312,179.9669248,134.9686,,,,
20165,64.83967,164.6927618,117.0881,,,,
20166,67.11542,170.4731668,128.8033,,,,
20167,68.74812,174.6202248,134.275,,,,
20168,67.68923,171.9306442,123.2354,,,,
20169,66.62519,169.2279826,110.3765,,,,
20170,69.52379,176.5904266,122.3171,,,,
20171,72.60803,184.4243962,150.6268,,,,
20172,66.8619,169.829226,129.2457,,,,
20173,67.23587,170.7791098,135.0301,,,,
20174,66.98288,170.1365152,118.3685,,,,
20175,68.17128,173.1550512,116.8477,,,,
20176,67.3241,171.003214,128.0642,,,,
20177,71.1372,180.688488,144.0187,,,,
20178,71.27594,181.0408876,123.566,,,,
20179,68.39965,173.735111,117.7892,,,,
20180,68.89269,174.9874326,144.723,,,,
20181,66.61543,169.2031922,119.0238,,,,
20182,67.87792,172.4099168,127.064,,,,
20183,68.88772,174.9748088,131.1342,,,,
20184,65.0809,165.305486,118.9592,,,,
20185,65.78164,167.0853656,128.0685,,,,
20186,69.07443,175.4490522,130.0005,,,,
20187,67.69871,171.9547234,127.2036,,,,
20188,68.07915,172.921041,151.4387,,,,
20189,71.94398,182.7377092,122.1514,,,,
20190,70.07901,178.0006854,134.6456,,,,
20191,65.88124,167.3383496,128.5412,,,,
20192,67.77076,172.1377304,134.9165,,,,
20193,72.69153,184.6364862,141.1027,,,,
20194,69.03806,175.3566724,126.5811,,,,
20195,65.71193,166.9083022,136.4266,,,,
20196,66.44909,168.7806886,127.9841,,,,
20197,68.37502,173.6725508,145.2352,,,,
20198,68.09913,172.9717902,108.097,,,,
20199,67.05164,170.3111656,116.4216,,,,
20200,69.4034,176.284636,136.0425,,,,
20201,65.90879,167.4083266,102.6161,,,,
20202,69.2529,175.902366,134.5586,,,,
20203,68.32439,173.5439506,134.5378,,,,
20204,72.56715,184.320561,134.0677,,,,
20205,67.16006,170.5865524,114.3012,,,,
20206,69.91344,177.5801376,139.9068,,,,
20207,69.25259,175.9015786,127.9861,,,,
20208,62.57176,158.9322704,116.0712,,,,
20209,68.71931,174.5470474,130.8788,,,,
20210,67.1141,170.469814,125.1614,,,,
20211,67.42686,171.2642244,130.3149,,,,
20212,64.27619,163.2615226,109.2928,,,,
20213,65.97118,167.5667972,127.5532,,,,
20214,68.29677,173.4737958,125.902,,,,
20215,67.4216,171.250864,137.4702,,,,
20216,68.18813,173.1978502,119.2532,,,,
20217,66.22803,168.2191962,117.0998,,,,
20218,67.71768,172.0029072,135.8263,,,,
20219,69.80841,177.3133614,122.2657,,,,
20220,67.72574,172.0233796,110.1562,,,,
20221,69.0302,175.336708,122.5569,,,,
20222,66.72956,169.4930824,96.99228,,,,
20223,66.46165,168.812591,97.49168,,,,
20224,64.83455,164.679757,114.8982,,,,
20225,65.70127,166.8812258,112.5822,,,,
20226,68.87993,174.9550222,122.4194,,,,
20227,69.96137,177.7018798,131.7487,,,,
20228,65.23797,165.7044438,114.4665,,,,
20229,67.01631,170.2214274,114.5892,,,,
20230,70.19731,178.3011674,135.6892,,,,
20231,66.3049,168.414446,114.8127,,,,
20232,64.12913,162.8879902,105.3937,,,,
20233,68.18283,173.1843882,133.3447,,,,
20234,67.67028,171.8825112,135.6944,,,,
20235,68.87122,174.9328988,136.7085,,,,
20236,65.48468,166.3310872,114.5325,,,,
20237,67.5644,171.613576,116.5703,,,,
20238,70.59715,179.316761,135.872,,,,
20239,65.17748,165.5507992,115.0443,,,,
20240,71.057,180.48478,126.792,,,,
20241,67.06806,170.3528724,129.769,,,,
20242,68.01857,172.7671678,122.0285,,,,
20243,67.53436,171.5372744,103.3526,,,,
20244,68.2649,173.392846,140.749,,,,
20245,68.76502,174.6631508,116.1648,,,,
20246,69.56514,176.6954556,144.1114,,,,
20247,68.47043,173.9148922,120.0682,,,,
20248,66.97456,170.1153824,139.6484,,,,
20249,67.78233,172.1671182,142.2416,,,,
20250,71.97165,182.807991,146.9815,,,,
20251,67.87652,172.4063608,134.4355,,,,
20252,67.37003,171.1198762,129.7164,,,,
20253,65.51123,166.3985242,124.857,,,,
20254,66.43394,168.7422076,121.4185,,,,
20255,68.50863,174.0119202,118.6061,,,,
20256,65.99469,167.6265126,123.818,,,,
20257,67.65941,171.8549014,125.8492,,,,
20258,68.16997,173.1517238,120.6193,,,,
20259,68.01948,172.7694792,117.5951,,,,
20260,67.1946,170.674284,136.9306,,,,
20261,70.9964,180.330856,136.1914,,,,
20262,71.25473,180.9870142,125.2789,,,,
20263,68.45711,173.8810594,126.4985,,,,
20264,66.9254,169.990516,111.3531,,,,
20265,66.96343,170.0871122,129.305,,,,
20266,68.34578,173.5982812,141.5014,,,,
20267,68.59318,174.2266772,137.2555,,,,
20268,65.71377,166.9129758,129.8145,,,,
20269,70.41312,178.8493248,124.1318,,,,
20270,70.03799,177.8964946,133.8807,,,,
20271,67.56852,171.6240408,109.6435,,,,
20272,71.64191,181.9704514,134.8014,,,,
20273,65.92905,167.459787,116.835,,,,
20274,67.36226,171.1001404,129.5522,,,,
20275,68.135,173.0629,132.4818,,,,
20276,65.26581,165.7751574,114.4764,,,,
20277,68.22857,173.3005678,97.6209,,,,
20278,70.04585,177.916459,129.0328,,,,
20279,68.69432,174.4835728,127.4449,,,,
20280,70.301,178.56454,122.6477,,,,
20281,67.26421,170.8510934,130.2722,,,,
20282,69.85285,177.426239,118.5515,,,,
20283,71.63372,181.9496488,154.6085,,,,
20284,67.21655,170.730037,131.0217,,,,
20285,70.02939,177.8746506,120.2406,,,,
20286,65.5687,166.544498,124.9128,,,,
20287,65.25174,165.7394196,112.4398,,,,
20288,65.929,167.45966,114.4281,,,,
20289,67.14311,170.5434994,115.7168,,,,
20290,66.49901,168.9074854,125.9384,,,,
20291,70.93967,180.1867618,125.3897,,,,
20292,66.52816,168.9815264,136.1073,,,,
20293,69.84944,177.4175776,138.9535,,,,
20294,65.96939,167.5622506,139.4453,,,,
20295,68.40828,173.7570312,117.9883,,,,
20296,67.60775,171.723685,124.6082,,,,
20297,70.31889,178.6099806,126.6473,,,,
20298,67.2128,170.720512,132.4211,,,,
20299,66.21903,168.1963362,140.6382,,,,
20300,70.83652,179.9247608,142.9636,,,,
20301,64.87568,164.7842272,112.136,,,,
20302,68.41633,173.7774782,123.2201,,,,
20303,67.53817,171.5469518,118.8005,,,,
20304,68.45528,173.8764112,143.2071,,,,
20305,69.47681,176.4710974,126.8002,,,,
20306,68.64769,174.3651326,137.4465,,,,
20307,68.03199,172.8012546,127.1805,,,,
20308,67.08338,170.3917852,116.2853,,,,
20309,72.59665,184.395491,165.69,,,,
20310,68.18865,173.199171,127.3957,,,,
20311,66.73669,169.5111926,130.1419,,,,
20312,68.34888,173.6061552,134.0523,,,,
20313,65.38285,166.072439,109.3722,,,,
20314,70.40366,178.8252964,123.1378,,,,
20315,68.0996,172.972984,134.1465,,,,
20316,68.73681,174.5914974,139.88,,,,
20317,66.70503,169.4307762,108.05,,,,
20318,66.91609,169.9668686,127.735,,,,
20319,67.71304,171.9911216,142.4622,,,,
20320,67.09454,170.4201316,118.5795,,,,
20321,70.10587,178.0689098,140.6171,,,,
20322,67.63564,171.7945256,116.2521,,,,
20323,69.59775,176.778285,114.9682,,,,
20324,63.31969,160.8320126,116.6964,,,,
20325,67.50844,171.4714376,125.711,,,,
20326,64.22298,163.1263692,124.6074,,,,
20327,68.1793,173.175422,126.4246,,,,
20328,68.55696,174.1346784,127.6106,,,,
20329,70.15891,178.2036314,137.2941,,,,
20330,68.97198,175.1888292,129.8513,,,,
20331,69.88406,177.5055124,138.7922,,,,
20332,67.74655,172.076237,126.6633,,,,
20333,68.93411,175.0926394,142.0475,,,,
20334,67.07117,170.3607718,127.948,,,,
20335,66.84105,169.776267,121.3274,,,,
20336,67.96232,172.6242928,110.604,,,,
20337,66.81235,169.703369,134.9879,,,,
20338,67.54297,171.5591438,137.6693,,,,
20339,67.11473,170.4714142,140.6498,,,,
20340,67.44452,171.3090808,130.1931,,,,
20341,67.47722,171.3921388,121.0267,,,,
20342,69.4803,176.479962,132.4652,,,,
20343,64.54045,163.932743,112.5734,,,,
20344,67.05092,170.3093368,156.3107,,,,
20345,67.46141,171.3519814,117.9935,,,,
20346,71.26722,181.0187388,131.7057,,,,
20347,68.42653,173.8033862,124.6422,,,,
20348,66.41842,168.7027868,111.3519,,,,
20349,65.59731,166.6171674,128.8394,,,,
20350,70.03197,177.8812038,137.246,,,,
20351,67.08672,170.4002688,135.7636,,,,
20352,70.89503,180.0733762,130.5971,,,,
20353,68.59771,174.2381834,144.4514,,,,
20354,71.63118,181.9431972,153.4787,,,,
20355,64.39522,163.5638588,93.13802,,,,
20356,71.59533,181.8521382,138.6555,,,,
20357,70.78851,179.8028154,147.8683,,,,
20358,66.42758,168.7260532,133.9707,,,,
20359,66.85979,169.8238666,122.2792,,,,
20360,67.44995,171.322873,110.9694,,,,
20361,71.7881,182.341774,144.1019,,,,
20362,65.40377,166.1255758,123.0822,,,,
20363,68.96921,175.1817934,135.9892,,,,
20364,66.02056,167.6922224,111.7557,,,,
20365,67.01558,170.2195732,122.3018,,,,
20366,65.98015,167.589581,132.4379,,,,
20367,69.99987,177.7996698,131.8418,,,,
20368,72.77006,184.8359524,145.7023,,,,
20369,69.19937,175.7663998,128.6703,,,,
20370,68.33541,173.5719414,130.0217,,,,
20371,65.90805,167.406447,110.325,,,,
20372,70.4214,178.870356,118.5469,,,,
20373,64.65961,164.2354094,126.5912,,,,
20374,68.52782,174.0606628,145.3248,,,,
20375,65.43216,166.1976864,132.3232,,,,
20376,68.28139,173.4347306,120.4382,,,,
20377,67.97639,172.6600306,122.7008,,,,
20378,67.1216,170.488864,123.1906,,,,
20379,68.9888,175.231552,130.4923,,,,
20380,72.31685,183.684799,130.7836,,,,
20381,71.48421,181.5698934,116.0402,,,,
20382,68.65529,174.3844366,131.0603,,,,
20383,67.11382,170.4691028,128.0532,,,,
20384,68.62405,174.305087,137.5614,,,,
20385,67.85068,172.3407272,138.8061,,,,
20386,69.48292,176.4866168,129.8207,,,,
20387,70.50328,179.0783312,143.8129,,,,
20388,64.33619,163.4139226,113.6534,,,,
20389,68.29958,173.4809332,134.9162,,,,
20390,67.4218,171.251372,122.3882,,,,
20391,67.9999,172.719746,118.3824,,,,
20392,65.63699,166.7179546,92.23364,,,,
20393,67.0808,170.385232,107.6561,,,,
20394,68.91211,175.0367594,118.4631,,,,
20395,63.59144,161.5222576,128.4961,,,,
20396,68.81852,174.7990408,150.2385,,,,
20397,65.96684,167.5557736,139.8666,,,,
20398,68.01035,172.746289,122.6358,,,,
20399,67.85106,172.3416924,131.9627,,,,
20400,71.04479,180.4537666,120.0601,,,,
20401,67.7153,171.996862,127.9327,,,,
20402,67.84737,172.3323198,124.7808,,,,
20403,67.83905,172.311187,112.9329,,,,
20404,69.74146,177.1433084,147.4557,,,,
20405,67.97724,172.6621896,117.8599,,,,
20406,71.045,180.4543,128.2833,,,,
20407,66.84059,169.7750986,127.2334,,,,
20408,68.48567,173.9536018,132.5849,,,,
20409,68.14535,173.089189,126.5979,,,,
20410,65.41341,166.1500614,114.3991,,,,
20411,70.53582,179.1609828,139.0164,,,,
20412,69.15586,175.6558844,115.9193,,,,
20413,66.44247,168.7638738,117.9539,,,,
20414,66.25178,168.2795212,120.6345,,,,
20415,69.06165,175.416591,131.7664,,,,
20416,67.22249,170.7451246,125.729,,,,
20417,66.43324,168.7404296,129.5693,,,,
20418,69.95125,177.676175,130.8579,,,,
20419,68.44759,173.8568786,124.3484,,,,
20420,70.12447,178.1161538,138.252,,,,
20421,69.8081,177.312574,119.0553,,,,
20422,66.66426,169.3272204,111.126,,,,
20423,69.07965,175.462311,124.0522,,,,
20424,65.75374,167.0144996,127.0394,,,,
20425,67.98129,172.6724766,133.4278,,,,
20426,67.91274,172.4983596,136.145,,,,
20427,70.14506,178.1684524,127.6122,,,,
20428,71.66221,182.0220134,143.7339,,,,
20429,67.31462,170.9791348,126.7645,,,,
20430,66.85489,169.8114206,125.1375,,,,
20431,66.2073,168.166542,127.1956,,,,
20432,67.88187,172.4199498,127.862,,,,
20433,69.45561,176.4172494,122.6111,,,,
20434,69.68169,176.9914926,129.665,,,,
20435,66.81274,169.7043596,120.6235,,,,
20436,67.39812,171.1912248,120.5257,,,,
20437,68.31286,173.5146644,127.2671,,,,
20438,68.85197,174.8840038,127.0149,,,,
20439,70.87098,180.0122892,136.8526,,,,
20440,69.29233,176.0025182,138.6572,,,,
20441,68.53017,174.0666318,120.753,,,,
20442,66.20327,168.1563058,126.655,,,,
20443,69.44148,176.3813592,139.7399,,,,
20444,65.62755,166.693977,111.5919,,,,
20445,70.36911,178.7375394,144.6446,,,,
20446,68.25511,173.3679794,126.5607,,,,
20447,70.74579,179.6943066,137.4108,,,,
20448,69.32344,176.0815376,129.5371,,,,
20449,72.37667,183.8367418,135.5361,,,,
20450,66.5913,169.141902,126.8375,,,,
20451,68.1977,173.222158,108.343,,,,
20452,67.73534,172.0477636,132.0269,,,,
20453,65.65796,166.7712184,135.0314,,,,
20454,68.33944,173.5821776,126.1502,,,,
20455,67.98774,172.6888596,126.5783,,,,
20456,68.54596,174.1067384,132.9952,,,,
20457,68.38063,173.6868002,122.207,,,,
20458,70.22056,178.3602224,140.0847,,,,
20459,70.02586,177.8656844,143.8558,,,,
20460,67.93956,172.5664824,129.5068,,,,
20461,66.14777,168.0153358,133.4099,,,,
20462,70.69657,179.5692878,133.1874,,,,
20463,68.46672,173.9054688,116.0821,,,,
20464,66.11868,167.9414472,107.6714,,,,
20465,68.98878,175.2315012,119.9309,,,,
20466,65.43912,166.2153648,110.8787,,,,
20467,69.24822,175.8904788,122.2722,,,,
20468,66.94932,170.0512728,119.4308,,,,
20469,69.8028,177.299112,155.9683,,,,
20470,70.60933,179.3476982,134.2835,,,,
20471,64.78426,164.5520204,96.84397,,,,
20472,66.84264,169.7803056,111.5454,,,,
20473,68.86833,174.9255582,132.5776,,,,
20474,66.94365,170.036871,122.2372,,,,
20475,68.80139,174.7555306,114.8579,,,,
20476,68.53662,174.0830148,138.1599,,,,
20477,67.54398,171.5617092,115.7562,,,,
20478,65.80968,167.1565872,107.5309,,,,
20479,69.44019,176.3780826,146.7688,,,,
20480,72.46054,184.0497716,139.538,,,,
20481,67.09188,170.4133752,119.9537,,,,
20482,71.46543,181.5221922,129.3841,,,,
20483,66.06765,167.811831,112.5487,,,,
20484,70.96886,180.2609044,145.5672,,,,
20485,68.75285,174.632239,140.7801,,,,
20486,65.12147,165.4085338,132.9884,,,,
20487,69.29005,175.996727,137.3932,,,,
20488,69.67431,176.9727474,128.0475,,,,
20489,67.58498,171.6658492,125.6642,,,,
20490,63.26666,160.6973164,109.048,,,,
20491,66.60384,169.1737536,138.8578,,,,
20492,66.83134,169.7516036,146.1347,,,,
20493,65.56701,166.5402054,106.8728,,,,
20494,69.4336,176.361344,141.0332,,,,
20495,69.83412,177.3786648,137.6869,,,,
20496,66.49534,168.8981636,128.6661,,,,
20497,69.30191,176.0268514,136.9649,,,,
20498,70.37349,178.7486646,131.559,,,,
20499,68.28454,173.4427316,107.5659,,,,
20500,67.51385,171.485179,122.6429,,,,
20501,67.58383,171.6629282,117.5512,,,,
20502,68.68046,174.4483684,132.6414,,,,
20503,68.31025,173.508035,107.7211,,,,
20504,66.68274,169.3741596,117.1056,,,,
20505,69.13988,175.6152952,109.5238,,,,
20506,66.6069,169.181526,107.7197,,,,
20507,67.71554,171.9974716,117.3417,,,,
20508,72.5178,184.195212,142.1602,,,,
20509,70.39659,178.8073386,133.5727,,,,
20510,65.92367,167.4461218,110.1202,,,,
20511,68.63932,174.3438728,141.4085,,,,
20512,66.27944,168.3497776,102.8787,,,,
20513,68.09404,172.9588616,107.0729,,,,
20514,62.77861,159.4576694,110.8067,,,,
20515,66.02558,167.7049732,123.5278,,,,
20516,69.11022,175.5399588,122.7845,,,,
20517,67.14077,170.5375558,126.2096,,,,
20518,69.85347,177.4278138,107.1566,,,,
20519,63.72249,161.8551246,101.0392,,,,
20520,64.66334,164.2448836,123.9993,,,,
20521,69.61292,176.8168168,122.092,,,,
20522,69.72279,177.0958866,128.8986,,,,
20523,67.76397,172.1204838,134.59,,,,
20524,66.74961,169.5440094,140.8048,,,,
20525,66.67181,169.3463974,114.3215,,,,
20526,67.69057,171.9340478,123.4607,,,,
20527,68.39115,173.713521,124.7738,,,,
20528,67.31796,170.9876184,136.8823,,,,
20529,68.69023,174.4731842,125.262,,,,
20530,70.04462,177.9133348,136.1957,,,,
20531,70.19356,178.2916424,148.1844,,,,
20532,69.12451,175.5762554,133.6843,,,,
20533,67.56314,171.6103756,124.4263,,,,
20534,67.66596,171.8715384,122.3849,,,,
20535,65.98485,167.601519,136.0888,,,,
20536,68.9407,175.109378,133.1295,,,,
20537,72.42506,183.9596524,136.0244,,,,
20538,66.60508,169.1769032,104.5026,,,,
20539,67.37321,171.1279534,124.8638,,,,
20540,64.89494,164.8331476,119.6409,,,,
20541,64.73669,164.4311926,111.0633,,,,
20542,69.93102,177.6247908,124.5422,,,,
20543,70.69335,179.561109,152.3325,,,,
20544,64.91169,164.8756926,112.489,,,,
20545,69.69729,177.0311166,122.2093,,,,
20546,63.56648,161.4588592,112.8596,,,,
20547,67.29212,170.9219848,142.3005,,,,
20548,68.3562,173.624748,117.0085,,,,
20549,68.12976,173.0495904,123.0924,,,,
20550,68.62582,174.3095828,115.3394,,,,
20551,66.8343,169.759122,105.8407,,,,
20552,69.98616,177.7648464,122.6015,,,,
20553,67.44953,171.3218062,130.5904,,,,
20554,69.67914,176.9850156,123.558,,,,
20555,67.13387,170.5200298,106.9958,,,,
20556,71.13815,180.690901,140.6296,,,,
20557,69.22959,175.8431586,142.3174,,,,
20558,67.48473,171.4112142,122.8173,,,,
20559,66.87485,169.862119,118.1003,,,,
20560,70.4596,178.967384,130.9488,,,,
20561,72.97347,185.3526138,148.319,,,,
20562,67.16616,170.6020464,108.2369,,,,
20563,67.36668,171.1113672,123.3563,,,,
20564,68.30287,173.4892898,117.9635,,,,
20565,68.08229,172.9290166,131.5261,,,,
20566,68.94862,175.1294948,141.0023,,,,
20567,68.47186,173.9185244,145.789,,,,
20568,66.63803,169.2605962,120.2544,,,,
20569,66.27658,168.3425132,119.9535,,,,
20570,65.02396,165.1608584,117.4626,,,,
20571,71.99598,182.8697892,129.1844,,,,
20572,68.04691,172.8391514,121.2735,,,,
20573,66.34711,168.5216594,114.8943,,,,
20574,63.8229,162.110166,115.2754,,,,
20575,65.95638,167.5292052,118.4989,,,,
20576,68.23334,173.3126836,121.6989,,,,
20577,69.46635,176.444529,123.2046,,,,
20578,68.44607,173.8530178,142.2776,,,,
20579,69.20365,175.777271,129.7053,,,,
20580,65.63555,166.714297,100.3371,,,,
20581,69.41412,176.3118648,127.8275,,,,
20582,67.57457,171.6394078,126.7177,,,,
20583,69.32559,176.0869986,147.9203,,,,
20584,67.15965,170.585511,129.7563,,,,
20585,70.27834,178.5069836,139.5538,,,,
20586,69.39938,176.2744252,121.1538,,,,
20587,69.78475,177.253265,126.5296,,,,
20588,68.70946,174.5220284,134.4551,,,,
20589,67.3998,171.195492,121.8096,,,,
20590,66.39262,168.6372548,117.1371,,,,
20591,65.54597,166.4867638,126.8852,,,,
20592,70.60879,179.3463266,147.0102,,,,
20593,69.12623,175.5806242,136.913,,,,
20594,66.72257,169.4753278,122.5503,,,,
20595,67.40649,171.2124846,117.2019,,,,
20596,66.18815,168.117901,121.8368,,,,
20597,68.62091,174.2971114,121.9134,,,,
20598,70.1055,178.06797,153.0944,,,,
20599,65.48309,166.3270486,132.6901,,,,
20600,68.80217,174.7575118,128.7584,,,,
20601,67.71394,171.9934076,121.7097,,,,
20602,66.57756,169.1070024,128.9506,,,,
20603,67.61238,171.7354452,130.8714,,,,
20604,67.23082,170.7662828,128.4602,,,,
20605,67.08114,170.3860956,117.4463,,,,
20606,66.53761,169.0055294,122.2484,,,,
20607,67.41405,171.231687,126.4525,,,,
20608,67.06676,170.3495704,131.406,,,,
20609,60.8062,154.447748,113.9145,,,,
20610,68.97175,175.188245,140.1085,,,,
20611,72.75763,184.8043802,135.1411,,,,
20612,66.02447,167.7021538,110.7159,,,,
20613,68.71706,174.5413324,126.0198,,,,
20614,69.58585,176.748059,142.5501,,,,
20615,68.96375,175.167925,144.368,,,,
20616,68.26381,173.3900774,140.3248,,,,
20617,68.53173,174.0705942,133.5063,,,,
20618,63.69299,161.7801946,127.3114,,,,
20619,67.32224,170.9984896,144.3122,,,,
20620,69.87332,177.4782328,136.2286,,,,
20621,65.77657,167.0724878,121.8449,,,,
20622,67.84042,172.3146668,129.3201,,,,
20623,68.02586,172.7856844,127.7367,,,,
20624,67.22709,170.7568086,124.1286,,,,
20625,70.33705,178.656107,113.399,,,,
20626,64.42061,163.6283494,119.5736,,,,
20627,68.62922,174.3182188,134.0348,,,,
20628,67.24371,170.7990234,139.2993,,,,
20629,67.47488,171.3861952,128.9315,,,,
20630,67.65179,171.8355466,143.8519,,,,
20631,68.73059,174.5756986,133.2077,,,,
20632,69.53168,176.6104672,141.696,,,,
20633,67.76596,172.1255384,142.9992,,,,
20634,68.6692,174.419768,145.841,,,,
20635,65.39292,166.0980168,101.1876,,,,
20636,67.21484,170.7256936,126.5562,,,,
20637,67.39797,171.1908438,126.3908,,,,
20638,68.43286,173.8194644,136.4691,,,,
20639,66.50645,168.926383,117.1767,,,,
20640,65.10771,165.3735834,114.3875,,,,
20641,70.25153,178.4388862,134.4531,,,,
20642,64.65223,164.2166642,129.7684,,,,
20643,68.39572,173.7251288,137.1362,,,,
20644,65.58641,166.5894814,112.8512,,,,
20645,67.07497,170.3704238,134.1362,,,,
20646,70.10614,178.0695956,127.5408,,,,
20647,66.44143,168.7612322,129.3753,,,,
20648,69.08524,175.4765096,141.5455,,,,
20649,66.99606,170.1699924,134.7843,,,,
20650,64.84392,164.7035568,122.3505,,,,
20651,68.7585,174.64659,115.2365,,,,
20652,67.03556,170.2703224,143.0013,,,,
20653,69.10705,175.531907,125.3759,,,,
20654,68.21709,173.2714086,136.4534,,,,
20655,67.54954,171.5758316,99.21333,,,,
20656,70.05957,177.9513078,138.7376,,,,
20657,69.88409,177.5055886,131.7587,,,,
20658,69.08434,175.4742236,130.7379,,,,
20659,68.81191,174.7822514,138.1377,,,,
20660,70.22844,178.3802376,133.4575,,,,
20661,63.67519,161.7349826,114.2171,,,,
20662,69.40968,176.3005872,129.3261,,,,
20663,67.36179,171.0989466,129.458,,,,
20664,69.9419,177.652426,131.7153,,,,
20665,68.44902,173.8605108,122.7104,,,,
20666,67.76199,172.1154546,127.8066,,,,
20667,70.12858,178.1265932,131.6387,,,,
20668,67.97947,172.6678538,133.6018,,,,
20669,69.83727,177.3866658,126.7482,,,,
20670,66.62896,169.2375584,124.7778,,,,
20671,69.77866,177.2377964,128.9596,,,,
20672,69.32719,176.0910626,120.7591,,,,
20673,68.81059,174.7788986,110.0003,,,,
20674,68.33355,173.567217,123.5156,,,,
20675,65.4258,166.181532,116.0243,,,,
20676,68.90712,175.0240848,136.1172,,,,
